source,target
Doctor Esquerdo-Hermosilla,Doce de Octubre
Plaza de Pedro Zerolo,Retiro-Ibiza
Pirámides,Paseo de la Florida
Corazón de María,Avenida Donostiarra
General Pardiñas,Menéndez Pelayo
Legazpi,Galileo
Doctor Esquerdo-Hermosilla,Segovia 45
Plaza de los Carros,Malasaña
Velázquez 130,Augusto Figueroa
Conde de Casal,Junta Municipal Retiro
Narváez,Plaza de Lavapiés
Niño Jesús,Santa Isabel
Alonso Martínez,Santa Engracia 127
Jacinto Benavente,Marqués de Vadillo
Velázquez 130,General Álvarez de Castro
Francos Rodríguez,Plaza de los Carros
Condesa de Venadito,Prosperidad
INEF,General Álvarez de Castro
Ibiza,Plaza de Pedro Zerolo
Camino Vinateros,Miguel Moya
Casa Encendida,Paseo de la Florida
Mártires Concepcionistas,General Álvarez de Castro
Miguel Moya,Beata
Prosperidad,General Álvarez de Castro
General Pardiñas,Alonso Martínez
Orense 12,Plaza de San Ildefonso
Plaza de Pedro Zerolo,Galileo
Puerta del Doce de Octubre,Huertas
Plaza de San Miguel,General Pardiñas
Legazpi,Plaza de la Cebada
Jacinto Benavente,Puerta de Toledo
Segovia 45,Embajadores 2
Plaza de Lavapiés,Marqués de Vadillo
Plaza de Lavapiés,Santa Isabel
Doctor Esquerdo-Hermosilla,Segovia 45
Jacinto Benavente,Caramuel
San Germán 57,Orense 12
Segovia 45,Embajadores 2
Legazpi,Plaza de la Cebada
Velázquez-Diego de León,Palacio de Oriente
Embajadores-Cáceres,Embajadores 2
Fuencarral,Desengaño
Plaza de Felipe II,Sainz de Baranda
Paseo de la Castellana con Raimundo Fernández,Barceló
Orense 12,Fernando el Católico
Huertas,Puerta de Madrid
Paseo de las Delicias,Plaza de Santa Ana
Plaza de la Cebada,Paseo de la Florida
Paseo de la Florida,Plaza del Cordón
Paseo de Moret,Plaza del Cordón
Torre Cepsa,Orense 12
Zurbano,Plaza de San Ildefonso
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Plaza de San Ildefonso,Plaza de los Carros
Castellana 164,San Germán 57
Paseo Imperial,Puerta de Toledo
Ferraz,Marqués de Vadillo
San Germán 5,San Francisco de Sales
Plaza de la Cebada,San Bernardo
Cuatro Caminos 2,San Hermenegildo
General Pardiñas,Pedro Bosch
Plaza de las Salesas,Prosperidad
Segovia 45,Jesús y María
Legazpi,Galileo
Plaza de San Miguel,Entrada Matadero
Glorieta de los Cuatro Caminos,Juan Bravo 50
Plaza de la Cebada,Guzmán el Bueno
Plaza de Lavapiés,Antón Martín
General Pardiñas,Pablo Iglesias
Plaza de la Cebada,Paseo de la Esperanza
Antonio Maura,Doce de Octubre
Antonio Maura,Plaza de los Astros
Pintor Rosales,Puerta de Toledo
Plaza de los Carros,Plaza de la Independencia
General Pardiñas,Museo Reina Sofía
Plaza de Lavapiés,Carretas
Parque Santander,Santa Isabel
Plaza de la Cebada,Delicias
Castellana 42,Santa Engracia 127
Miguel Moya,Orense 12
Mártires Concepcionistas,Ayala
Entrada Matadero,Puerta del Ángel
San Hermenegildo,Santo Domingo
Cea Bermúdez,Glorieta de los Cuatro Caminos
Entrada Matadero,Marqués de Vadillo
Museo Reina Sofía,Plaza de Pedro Zerolo
Corazón de María,Antonio López
Parque Berlín,Plaza de San Ildefonso
Avenida de los Toreros,Carlota O’Neill
Ventura Rodríguez,Plaza de la Cebada
Paseo de la Castellana con Raimundo Fernández,Prosperidad
Puerta de Granada,Puerta de Madrid
Glorieta de los Cuatro Caminos,Alonso Martínez
Marqués de Cubas,Plaza de la Cebada
Puente de Vallecas,Méndez Álvaro
Derechos Humanos,Zurbano
Conde Duque,Colegio Arquitectos
Huertas,Barceló
Cartagena,Valderribas
Marqués de Vadillo,Antón Martín
Zurbano,Conde Peñalver
Plaza de Pedro Zerolo,Jaime el Conquistador
Puente Praga,Paseo de la Esperanza
Francos Rodríguez,Santa Engracia 87
Méndez Álvaro,Palos de la Frontera
Miguel Moya,Beata
Antón Martín,Facultad Derecho
General Álvarez de Castro,San Francisco de Sales
Plaza de los Astros,San Delfín
Velázquez-Diego de León,Plaza de Juan Pujol
San Delfín,Embajadores 2
Embajadores 2,Plaza de la Independencia
Glorieta de los Cuatro Caminos,Metro Tetuán
Pirámides,Plaza de los Carros
Sainz de Baranda,Plaza de Felipe II
Metro Pirámides,Jacinto Benavente
Velázquez,Santo Domingo
Puerta de Toledo,Puerta del Ángel
Fernando el Católico,Fuencarral
Plaza de Santa Ana,Puerta del Ángel
Prosperidad,Sevilla
Marqués de Corbera 12,Avenida Donostiarra
Castellana,Avenida de América 1
Marqués de Corbera 12,Avenida Donostiarra
Embajadores 2,Glorieta de Cádiz
Alonso Martínez,Fernando el Católico
Plaza de la Independencia,Marqués de Corbera 52
General Pardiñas,Glorieta de los Cuatro Caminos
Galileo,Barceló
Puerta del Ángel,Plaza de San Miguel
Agustín de Betancourt,Plaza de Castilla
Cuatro Caminos 2,San Bernardo
Antonio López,Embajadores 2
Antonio López,Plaza de Lavapiés
Pirámides,Santa María de la Cabeza
Altamirano,Plaza de los Carros
Plaza del Cordón,Santa Isabel
Narváez,Fuencarral
Paseo de la Esperanza,Embajadores 1
Plaza de los Astros,Puerta de Granada
San Vicente Ferrer,Velázquez
Ermita Santo,Antonio López
Cuatro Caminos 2,Doctor Arce 45
Puerta de Toledo,Puerta del Ángel
Ermita Santo,Antonio López
Paseo de Moret,Santa Cruz del Marcenado
Puerta de Madrid,General Pardiñas
Alonso Martínez,Embajadores 2
Quevedo,San Germán 57
San Bernardo,Antón Martín
C.D. Concepción,Prosperidad
Alcalá-Ventas,San Bernardo
Plaza de Santa Ana,General Pardiñas
Puerta de Toledo,Segovia 45
Ribera de Curtidores,Barceló
Méndez Álvaro,Sierra Toledana
Glorieta de los Cuatro Caminos,Facultad Derecho
Batalla del Salado,Plaza de Lavapiés
Plaza de Lavapiés,Jacinto Benavente
Embajadores-Cáceres,Santa Isabel
Marqués de Cubas,Plaza de la Cebada
José María Pereda,Avenida de los Toreros
Puerta de Madrid,Barceló
General Álvarez de Castro,Avenida de los Toreros
San Hermenegildo,Santo Domingo
Puerta del Doce de Octubre,Huertas
Jorge Juan,Palos de la Frontera
Marqués de la Ensenada,Antonio López
Batalla del Salado,Paseo Imperial
Fernando el Católico,Fuencarral
General Pardiñas,Junta Municipal Retiro
Santa Engracia 127,Manuel Silvela
Calle Mayor,Entrada Matadero
Paseo de Moret,Batalla del Salado
Fernando el Católico,INEF
Santa Engracia 127,Fuencarral
Junta Municipal Retiro,Niño Jesús
Castellana 106,Parque Santander
Plaza de los Astros,Carlos Cambronero
Pío XII,María Francisca 1
Velázquez,Antón Martín
Agustín de Betancourt,Parque Santander
José Abascal,Santa María de la Cabeza
Miguel Moya,Quevedo
Paseo Imperial,Paseo de la Esperanza
Casa Encendida,Plaza de Pedro Zerolo
Malasaña,Glorieta de los Cuatro Caminos
Plaza de San Miguel,General Pardiñas
Plaza de la Cebada,Entrada Matadero
Marqués de Vadillo,Cibeles
Puerta del Ángel,San Vicente Ferrer
Plaza de la Cebada,Entrada Matadero
Santa Isabel,Santa María de la Cabeza
Ortega y Gasset 87,Francos Rodríguez
Augusto Figueroa,Santa María de la Cabeza
Avenida de América 2,Puerta de Madrid
Paseo de la Florida,Plaza del Cordón
Puente de Vallecas,Marqués de Corbera 12
Plaza de las Salesas,Villanueva
Puerta de Granada,Plaza de Lavapiés
Barceló,Embajadores 2
Embajadores 2,Entrada Matadero
Plaza de Juan Pujol,Juan Bravo 50
Alonso Martínez,Santa Engracia 127
Colegio Arquitectos,Bravo Murillo 44
Plaza de Lavapiés,Velázquez
Glorieta de Cádiz,Caramuel
Serrano,Tres Cruces
Marqués de Corbera 52,Gutierre de Cetina
Juan Bravo 50,Manuel Silvela
Puerta de Granada,Santa María de la Cabeza
Estrecho,Plaza de las Salesas
José Abascal,Fernando el Católico
Segovia 45,Antón Martín
Puerta de Granada,Cibeles
Velázquez 130,Augusto Figueroa
Guzmán el Bueno,Avenida Donostiarra
Plaza de Felipe II,Menéndez Pelayo
Orense 12,Augusto Figueroa
Orense 12,Augusto Figueroa
Avenida de América 2,Ronda de Atocha
Puerta de Mariano de Cavia,Embajadores-Cáceres
Puerta del Ángel,San Vicente Ferrer
Ronda de Atocha,Plaza de Pedro Zerolo
Guzmán el Bueno,Plaza de San Ildefonso
Palos de la Frontera,Plaza de los Carros
Embajadores 2,Plaza de la Cebada
Barceló,Quevedo
Doce de Octubre,Menéndez Pelayo
General Álvarez de Castro,Segovia 45
Guzmán el Bueno,Plaza de los Carros
Fernando el Católico,Quevedo
Paseo de la Florida,Marqués de Vadillo
Fernando el Católico,Doce de Octubre
Delicias,Santa Isabel
Junta Municipal Retiro,General Pardiñas
Sor Ángela de la Cruz,Prosperidad
Cuatro Caminos 2,Fernando el Católico
Plaza de la Cebada,Paseo de la Esperanza
Facultad Derecho,José Abascal
Plaza de Lavapiés,Puente Praga
Ventura Rodríguez,Puerta del Doce de Octubre
Fernando el Católico,Conde Duque
Puerta de Granada,Marqués de Vadillo
General Pardiñas,Manuel Silvela
Pavones,Marqués de Corbera 52
San Hermenegildo,Agustín de Betancourt
Orense 12,Plaza de la Independencia
Sainz de Baranda,Junta Municipal Retiro
Paseo de la Florida,Paseo de la Esperanza
Jaime el Conquistador,Delicias
Plaza de la Cebada,San Hermenegildo
Paseo de la Florida,Conde Duque
General Álvarez de Castro,Augusto Figueroa
Plaza de Felipe II,Puerta de Mariano de Cavia
Paseo de la Florida,Jacometrezo
Ortega y Gasset 87,Augusto Figueroa
Puerta de Madrid,Colegio Arquitectos
Plaza de Felipe II,Menéndez Pelayo
Plaza de Felipe II,Menéndez Pelayo
Jacometrezo,Metro Pirámides
General Pardiñas,General Álvarez de Castro
Santa Isabel,Puerta del Ángel
Plaza de Lavapiés,Plaza de Pedro Zerolo
San Delfín,Paseo de las Delicias
Santa Isabel,Delicias
Puerta del Ángel,Plaza de Nelson Mandela
Galileo,Plaza de Castilla
Junta Municipal Retiro,Sainz de Baranda
Augusto Figueroa,Alonso Martínez
Puerta del Ángel,Santa María de la Cabeza
Cuatro Caminos 2,Parque Santander
Sainz de Baranda,Valderribas
Ventura Rodríguez,Manuel Silvela
Paseo de la Esperanza,Ermita Santo
Quinta Fuente del Berro,Palacio de Deportes
Narváez,Concordia
Plaza de los Carros,Quevedo
General Pardiñas,Avenida Donostiarra
Palos de la Frontera,Malasaña
Santo Domingo,Columela
Doce de Octubre,Plaza de Felipe II
Puerta de Toledo,Galileo
San Germán 5,San Francisco de Sales
Puerta del Ángel,Antonio López
Puerta de Granada,Velázquez
Alonso Martínez,Glorieta de los Cuatro Caminos
Ortega y Gasset,Bravo Murillo 44
Camino Vinateros,Miguel Moya
Quevedo,Plaza de los Carros
Velázquez-Diego de León,Plaza de San Ildefonso
Paseo de la Habana 42,Parque Berlín
Plaza de la Independencia,Puerta del Doce de Octubre
Puente de Vallecas,Puerta de Granada
Alonso Martínez,Museo Reina Sofía
Altamirano,Miguel Moya
Plaza de la Independencia,Menéndez Pelayo
Santa Engracia 87,Reina Victoria
Alonso Martínez,Museo Reina Sofía
Marqués de Zafra,Huertas
Antón Martín,Puerta de Toledo
Plaza de Lavapiés,Pedro Bosch
Paseo de la Esperanza,Jesús y María
Niño Jesús,Huertas
Hortaleza,Manuel Silvela
Rubén Darío,Quevedo
Segovia 45,Casa Encendida
Guzmán el Bueno,Ribera de Curtidores
General Pardiñas,Augusto Figueroa
Plaza de Lavapiés,Puerta de Madrid
Ayala,San Bernardo
Guzmán el Bueno,Ribera de Curtidores
Avenida Donostiarra,Juan Bravo 50
Jaime el Conquistador,Plaza de Nelson Mandela
Orense 12,Bravo Murillo 44
Orense 12,Bravo Murillo 44
Puerta de Toledo,Santo Domingo
Beata,Santa María de la Cabeza
Antonio López,Marqués de Vadillo
Casa Encendida,Plaza de Pedro Zerolo
Puerta de Madrid,Conde de Romanones
Paseo de la Castellana con Raimundo Fernández,Barceló
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Plaza de San Francisco,Calle Mayor
Paseo de las Delicias,Paseo Imperial
Paseo de la Castellana con Raimundo Fernández,Barceló
Pablo Iglesias,Barceló
General Pardiñas,Derechos Humanos
Biblioteca Nacional,Carlos Cambronero
Augusto Figueroa,Jaime el Conquistador
Orense 12,Zurbano
Sor Ángela de la Cruz,Estrecho
Velázquez 130,San Bernardo
San Francisco de Sales,Diego de León 52
Puerta de Toledo,Marqués de la Ensenada
Zurbano,Plaza de San Ildefonso
Velázquez 130,San Bernardo
Caramuel,Plaza de Pedro Zerolo
Puerta del Ángel,Entrada Matadero
Puerta del Ángel Caído,Plaza de Lavapiés
Orense 12,Fernando el Católico
Paseo de las Delicias,Plaza de Santa Ana
Paseo de Moret,Santa Cruz del Marcenado
Caramuel,Palacio de Oriente
General Pardiñas,Derechos Humanos
Santa Engracia 127,San Germán 57
Plaza de la Cebada,Delicias
Puerta de Mariano de Cavia,Paseo de las Delicias
Plaza de la Cebada,Guzmán el Bueno
Embajada de Italia,Manuel Silvela
General Pardiñas,Glorieta de los Cuatro Caminos
San Germán 5,San Francisco de Sales
Embajadores 191,Paseo Imperial
Alcalá-Ventas,San Bernardo
Parque Berlín,Plaza de San Ildefonso
Entrada Matadero,San Delfín
Plaza del Cordón,Santa Engracia 87
Puerta de Toledo,Puerta de Madrid
Legazpi,Galileo
Alonso Martínez,Santa Engracia 127
Alonso Martínez,San Germán 57
Marqués de Zafra,Cuatro Caminos 2
Entrada Matadero,San Delfín
Embajada de Italia,Carlos Cambronero
Pirámides,Santa Isabel
Antonio Maura,Plaza de los Astros
Antonio Maura,Puerta de Mariano de Cavia
Alonso Martínez,Embajadores 2
Plaza del Cordón,Santa Isabel
Calle Mayor,Plaza de San Francisco
General Pardiñas,Augusto Figueroa
General Álvarez de Castro,San Francisco de Sales
Marqués de Corbera 12,Marqués de Corbera 52
Quevedo,Puerta del Ángel Caído
Puerta de Madrid,Plaza de Lavapiés
Zurbano,Conde Peñalver
Santa Engracia 127,Orense 12
Puerta de Madrid,Puerta de Granada
Antón Martín,Plaza de Pedro Zerolo
Agustín de Betancourt,Plaza de Castilla
Mártires Concepcionistas,Ayala
Moncloa,Plaza de la Cebada
Santa María de la Cabeza,Paseo de la Esperanza
Miguel Moya,Fernando el Católico
Plaza de las Salesas,José Abascal
Santa María de la Cabeza,Segovia 45
Antonio Maura,Conde de Romanones
Manuel Silvela,Altamirano
Conde Duque,Plaza de los Carros
Francos Rodríguez,Fernando el Católico
Conde Duque,Plaza de los Carros
Santa María de la Cabeza,Paseo de la Esperanza
General Pardiñas,Augusto Figueroa
Puerta de Toledo,Calle Mayor
Ribera de Curtidores,Espalter
Marqués de Vadillo,Legazpi
Ibiza,Plaza de Pedro Zerolo
Puerta de Toledo,Santa María de la Cabeza
Santa Isabel,Palos de la Frontera
Marqués de la Ensenada,Antonio López
Puerta de Toledo,Plaza Conde Suchil
José María Pereda,Avenida de los Toreros
Mártires Concepcionistas,Avenida de América 1
Entrada Matadero,Pirámides
Plaza de Felipe II,Plaza de los Astros
Embajadores 1,Paseo Imperial
Puerta del Ángel,Conde de Romanones
Paseo de la Florida,Paseo de la Esperanza
Hortaleza,Quintana
Jacinto Benavente,Entrada Matadero
Juan Martín,Plaza de Lavapiés
Santa María de la Cabeza,Legazpi
Puerta de Granada,Puerta de Madrid
Plaza de Juan Pujol,Plaza de San Francisco
Embajadores-Cáceres,Santa Isabel
Doce de Octubre,Niño Jesús
Plaza de San Ildefonso,General Álvarez de Castro
Plaza de Felipe II,Puerta de Granada
Plaza de San Miguel,Santa Isabel
Serrano,Avenida Donostiarra
Miguel Moya,Paseo de las Delicias
Jacometrezo,Ermita Santo
Madrid Río-Yeserías,Entrada Matadero
Segovia 45,Plaza de San Francisco
Plaza de Santa Ana,Puerta del Ángel
Santa Engracia 127,Santa Engracia 14
Plaza de Nelson Mandela,Augusto Figueroa
Metro Tetuán,Quevedo
Puerta de Granada,Plaza de Felipe II
Conde de Romanones,Galileo
Embajadores-Cáceres,Embajadores 191
Puerta de Granada,Altamirano
Avenida de los Toreros,Valderribas
Castellana 42,Plaza de San Ildefonso
Plaza de San Francisco,Santa Engracia 127
Paseo de la Esperanza,Puerta del Ángel
Plaza de San Francisco,San Andrés
Colegio Arquitectos,Velázquez-Diego de León
Augusto Figueroa,Embajadores-Cáceres
Galileo,Velázquez
Castellana,Avenida de América 1
General Pardiñas,Hortaleza
Plaza de la Cebada,Quevedo
Avenida de América 2,Ronda de Atocha
Plaza de Lavapiés,Velázquez
Jaime el Conquistador,Delicias
Concordia,Paseo de la Esperanza
Galileo,Jacinto Benavente
Parque Santander,San Germán 57
Ciudad Universitaria 1,Galileo
Galileo,Jacinto Benavente
Juan Bravo 50,Manuel Silvela
Avenida Donostiarra,Juan Bravo 50
Glorieta de los Cuatro Caminos,Metro Tetuán
Orense 12,Fernando el Católico
Pedro Bosch,Antón Martín
Quevedo,Santo Domingo
Castellana 106,Parque Santander
Ventura Rodríguez,Paseo de la Florida
Plaza de Lavapiés,Augusto Figueroa
Paseo de la Esperanza,Entrada Matadero
Santa María de la Cabeza,San Delfín
Ronda de Atocha,Plaza de Pedro Zerolo
Delicias,Caramuel
Paseo de la Esperanza,Paseo Imperial
San Bernardo,Plaza de los Carros
Delicias,Ermita Santo
Plaza de la Independencia,Gutierre de Cetina
General Pardiñas,Manuel Silvela
San Germán 57,Bravo Murillo 44
Plaza de las Salesas,General Álvarez de Castro
Juan Bravo 50,Colegio Arquitectos
Manuel Silvela,Santa María de la Cabeza
Antonio López,Caramuel
Segovia 45,Antón Martín
Fernando el Católico,Pablo Iglesias
General Álvarez de Castro,Santa Engracia 127
Paseo de la Esperanza,Velázquez
Junta Municipal Retiro,Sainz de Baranda
Carlos Cambronero,Santa María de la Cabeza
Ventura Rodríguez,Puerta del Doce de Octubre
Niño Jesús,Huertas
Delicias,Plaza de los Carros
Ermita Santo,Paseo de la Esperanza
Antonio López,Paseo de la Esperanza
Manuel Silvela,Plaza de la Independencia
Ayala,Pavones
Niño Jesús,Carlos Cambronero
Ermita Santo,Entrada Matadero
Jacometrezo,Metro Pirámides
Velázquez 130,Augusto Figueroa
Villanueva,Guzmán el Bueno
Plaza de Nelson Mandela,Paseo de la Florida
Puerta de Madrid,Hortaleza
Conde Duque,Parque Santander
Carretas,Plaza de Lavapiés
Metro Tetuán,San Bernardo
General Pardiñas,Augusto Figueroa
Carlos Cambronero,Quevedo
Conde de Casal,Puerta del Doce de Octubre
Santa Engracia 127,Augusto Figueroa
Plaza de Felipe II,Ibiza
Cibeles,General Pardiñas
Avenida de América 1,Moncloa
Alcalá,Paseo de las Delicias
Doctor Arce 45,Quevedo
San Quintín,Santa María de la Cabeza
Caramuel,Plaza de la Cebada
Embajadores-Cáceres,Plaza de Nelson Mandela
Conde Duque,Antón Martín
San Hermenegildo,Santo Domingo
Marqués de Corbera 12,Conde Peñalver
San Hermenegildo,Plaza de Lavapiés
Augusto Figueroa,Plaza de la Cebada
Puente de Ventas,Diego de león
Bravo Murillo 44,San Hermenegildo
Puerta del Ángel,Pirámides
Guzmán el Bueno,Avenida Donostiarra
Entrada Matadero,Paseo de la Florida
Museo Reina Sofía,Santa Engracia 87
Paseo de la Esperanza,Jacinto Benavente
Conde de Casal,Junta Municipal Retiro
Plaza de Juan Pujol,Colombia
Jacometrezo,Paseo de la Florida
Fernando el Católico,Pablo Iglesias
Plaza de la Cebada,Conde Duque
Guzmán el Bueno,Quevedo
Santa Engracia 87,Santa Engracia 14
Camino Vinateros,Miguel Moya
Embajadores-Cáceres,Plaza de la Cebada
Pirámides,Santa María de la Cabeza
Puerta del Ángel Caído,General Álvarez de Castro
Cea Bermúdez,Barceló
Ayala,Paseo de la Habana 42
Mártires Concepcionistas,Ayala
Puerta de Granada,Metro Pirámides
Plaza de la Cebada,Paseo de la Esperanza
Santa María de la Cabeza,Plaza de Lavapiés
General Álvarez de Castro,Avenida de los Toreros
Puerta del Ángel Caído,Plaza de Lavapiés
Embajadores 1,Antón Martín
General Álvarez de Castro,Avenida de los Toreros
Plaza de Lavapiés,Segovia 45
Santo Domingo,Columela
San Hermenegildo,San Delfín
Prosperidad,General Álvarez de Castro
Batalla del Salado,Jacinto Benavente
Menéndez Pelayo,Palacio de Deportes
Puerta de Granada,Alcalá
San Vicente Ferrer,Velázquez
Puerta de Granada,Alcalá
Caramuel,Antonio López
Santa María de la Cabeza,Antón Martín
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Barceló,Embajadores 2
Plaza de San Ildefonso,San Hermenegildo
Plaza de San Ildefonso,San Hermenegildo
Santa María de la Cabeza,Paseo de la Esperanza
Ermita Santo,Pirámides
Embajadores 2,Plaza de Lavapiés
Paseo de la Esperanza,Ermita Santo
Narváez,Fuencarral
Plaza de la Cebada,Ferraz
Ermita Santo,Plaza de la Cebada
Fernando el Católico,Plaza de la Cebada
Narváez,Jesús y María
Facultad Derecho,José Abascal
San Hermenegildo,Jacometrezo
Plaza de San Ildefonso,Santa Engracia 87
Plaza de Pedro Zerolo,Avenida de los Toreros
Entrada Matadero,Plaza de Juan Pujol
